,Title,Body,URL,Date
40,Archaeological finds from Crossrail digs on show in London,"A Roman cremation pot and a flint dating back 9,000 years are also included in the display of 50 items in St Giles High Street. Archaeological investigations are being carried out at each of the 40 Crossrail worksites. The display at Crossrail Visitor Information Centre runs until 15 March. A spokesman from the archaeological team said: ""Years of research have been carried out to understand the impact that construction will have on the archaeology along the route.   ""Not only is Crossrail the most ambitious engineering project in Europe, it is also a catalyst for learning about our past."" The £14.8bn Crossrail project is due to be completed in 2018 and will link Berkshire to Essex via Heathrow and central London. Crossrail lead archaeologist Jay Carver said: ""We have tracked down evidence for a rare Mesolithic hunting group in the Thames Marshes and made further investigation at the site of London's greatest Victorian shipbuilding yard.  ""One of the things that is so unusual for an archaeology exhibition like this is that the finds are so diverse, from pretty much every important period of London's history.""",https://www.bbc.co.uk/news/uk-england-london-26217252,2014-02-16
41,Crossrail extension to Hertfordshire being considered,"Extending the service would reduce journey times between London and parts of Hertfordshire by up to 16 minutes.  At Crossrail's Farringdon site in central London, Mr McLoughlin said the plans would also provide an opportunity to redevelop Euston station. Business groups in the area said an extension would drive economic growth. Mr McLoughlin said the proposals would take the pressure off the Tube's busiest sections and make it easier to improve Euston - which will have 11 new platforms built under proposals for the HS2 high-speed rail project between London and the West Midlands - because it currently ""isn't up to scratch"". Under the plans, the current Crossrail project would be extended through north west London to stations including Tring, Hemel Hempstead, Watford Junction, Berkhamsted and Harrow and Wealdstone. Addressing Crossrail workers at Farringdon, Mr McLoughlin said: ""We're going to examine, right away, how we can run extra services direct into the city and through to Canary Wharf from key stations like Tring, Hemel Hempstead, Harrow and Watford, without the frustrating need to change at Euston. ""I have made clear to my department that any changes must not affect the timetable or planned service pattern for the existing Crossrail scheme. ""Final decisions would be subject to a wide range of considerations, including affordability,"" he said. The £14.8bn project is scheduled to be fully operational by 2019. •Tring to Liverpool Street - 57 minutes (a reduction of 13 minutes) •Watford Junction to Canary Wharf - 43 minutes (a reduction of 12 minutes) •Tring to Bond Street - 55 minutes - (a reduction of 16 minutes) •Watford Junction to Liverpool Street - 37 minutes (a reduction of 13 minutes) London Mayor Boris Johnson backed the proposals, saying: ""I have always maintained that the renaissance of Euston is a fantastic opportunity for regeneration in our city and one we should not miss. ""Providing a new rail route into the capital for passengers from Hertfordshire will be vital for Euston to be properly redeveloped to accommodate HS2 and to maximise the delivery of new homes and jobs in London and beyond."" Yolanda Rugg, chief executive officer at the Hertfordshire Chamber of Commerce, said including Hertfordshire in the scheme would be ""a catalyst to drive economic growth"" in the area.  ""It will provide vital high-speed transport connectivity from London to the new Watford Health Campus, and to the financial and creative services sectors,"" she said. ""It will most definitely support long-term regeneration across Hertfordshire.""  David Perry, leader of Harrow Council said new investment in London's infrastructure was ""welcome, along with the potential regeneration opportunities this will bring to Harrow"".  The Crossrail project is the first complete new underground line in London since the Victoria line was built in the late 1960s. The first stage is due to open in 2018. Trains on the line will run from Reading in Berkshire to the west of the capital and as far east as Shenfield in Essex, as well as linking to south London. The latest development comes days after Chancellor George Osborne pledged his support for a ""Crossrail of the North"" plan. Representatives from Leeds, Liverpool, Manchester, Newcastle and Sheffield are calling for a £15bn 15-year plan to be adopted to improve transport. The   report says a 125mph trans-Pennine rail link, a faster link to Newcastle and better access to Manchester Airport are needed.",https://www.bbc.co.uk/news/uk-england-london-28680186,2014-08-07
42,"More female engineers are needed, Crossrail says","It said just 8.5% of engineer in the UK were women - the lowest representation of any European country.  The group said the UK needed to double the number of annual university engineering graduates to 90,000 to meet the demand of one million jobs by 2020. Future projects which need engineers include HS2 and the Thames Tideway. Crossrail said it had worked with 100 schools, reaching more than 10,000 students in the past year, to try and address the issue and attract more young people to engineering. More than 70 students aged 16-19 took part in the group's Engineer Your Future challenge, where emerging themes included perceptions that engineering was a ""man's job"".  Meanwhile, Transport for London and London Transport Museum will play host to 400 pupils at the museum's Acton depot this week for an Inspire Engineering Week to promote engineering as a career option. Crossrail is a £14.8bn rail scheme connecting Reading and Heathrow in the west to Shenfield and Abbey Wood in the east.",https://www.bbc.co.uk/news/uk-england-london-27966401,2014-06-22
43,Disability campaigners' torch relay protest on Crossrail access,"One year on from the Paralympics the activists took part in a ""Legacy Torch Relay"" later from some stations which will have no lift access. The demonstration has been organised by Transport for All which says seven of the 38 stations will be affected. Transport for London (TfL) said it is looking at ways to make these stations step-free. Protestors and Paralympic torchbearers travelled together from Hanwell, Seven Kings, Manor Park and Maryland - all Crossrail stations with no current plans for step-free access. There was then a rally outside the Crossrail offices at Canary Wharf in east London. ""We believe that it is no longer acceptable for disabled and older people to be locked out of their local station,"" a Transport for All spokesman said. ""Inaccessible transport is excluding disabled people from participating fully in public life. ""Estimates suggest that Crossrail could be fully accessible for as little as 0.2% of the Crossrail budget - a small cost to make this truly public transport."" TfL's Mike Brown said: ""Transport for London and the Department for Transport, the joint Sponsors of the Crossrail Project, aim to make the whole Crossrail route accessible.  There is already provision for 31 of the 38 stations to have step free access and work is underway to look at practical solutions and funding options for the remaining seven."" Crossrail is due to open in 2018 and will link parts of Berkshire and Buckinghamshire, via central London, to Essex and South East London. The cost of the project is nearly £15bn.",https://www.bbc.co.uk/news/uk-england-london-23877794,2013-08-29
44,London's Crossrail to be called the Elizabeth Line,"London's mayor revealed the line's name and purple logo as he visited Bond Street station with the monarch. Trains on the railway will travel under the centre of the city, linking parts of Berkshire and Buckinghamshire to Essex when it opens in December 2018. Mr Johnson said it was ""wonderful"" the line had ""such a significant name"". ""The Elizabeth Line will provide a lasting tribute to our longest-serving monarch"", the mayor said. The Queen visited a station construction site 28m (92ft) below ground where she viewed part of the tunnel and met construction apprentices. Transport Secretary Patrick McLoughlin, who was also at the event, said the name was ""very fitting"" given the Queen's long association with UK transport.  will travel both ways on the new Elizabeth Line when it opens.",http://www.bbc.co.uk/news/uk-england-london-35640494,2016-02-23
45,Crossrail unveils its first completed tunnel,"Tunnel machine Phyllis bored 4.25 miles (7km) between Royal Oak and Farringdon in London in an 18-month operation. Crossrail's seven giant tunnelling machines have completed 15 miles of the 26 miles (42km) of new train tunnels. When completed in 2018, Crossrail will link Berkshire to Essex via Heathrow and central London. A time capsule has been enclosed in the remaining section of Phyllis. Among the items included in the capsule was a 2013 edition of the London A-Z street atlas donated by the company of A-Z originator Phyllis Pearsall, after whom the Phyllis machine was named. Another 8.75 miles (14km) of new passenger, platform and service tunnels are being built below the new Crossrail stations. Chief Secretary to the Treasury Danny Alexander viewed the new tunnel saying it was a ""key milestone in the journey towards a better transport network in London"". He added: ""Crossrail will transform the way people travel, slashing journey times from the City to Heathrow by around 30 minutes and increasing London's rail capacity by 10%.  ""When completed Crossrail is set to create £42bn for the UK economy, which means more jobs, better skills and growing businesses across the country.""",http://www.bbc.co.uk/news/uk-england-london-25002562,2013-11-19
46,New Abbey Wood Crossrail station approved,"Bexley and Greenwich Councils have given the green light for the Abbey Wood station, expected to open in 2017. The current station will be demolished and a temporary area will be built in the current car park, which will open next year. From 2018, Crossrail will add up to 12 extra trains an hour linking Abbey Wood with central London. Journeys from Abbey Wood to Bond Street will be reduced from 44 minutes to 25 minutes, Crossrail says. Passengers travelling to Heathrow Airport will see their journeys cut by about 40 minutes to 51 minutes.",https://www.bbc.co.uk/news/uk-england-london-24584546,2013-10-18
47,Slough's Horlicks Bridge shut for Crossrail works,"Horlicks Bridge, in Stoke Poges Lane, shut on Friday at 07:00 BST and will reopen at 19:00 on Monday as part of the first stage of the work. Diversions will be in place via the A4, Stoke Road, Elliman Avenue, and Sheffield Road. The first Crossrail services through central London will start in late-2018.",http://www.bbc.co.uk/news/uk-england-berkshire-27066314,2014-04-18
48,Lord Adonis joins Crossrail extension to Reading call,"Lord Adonis told BBC Radio Berkshire it would be ""well worth Crossrail and the Department for Transport looking at the case for extending the line"". The £14.8bn rail link connecting Berkshire and Buckinghamshire to Essex and Kent via London and is currently planned to finish in Maidenhead. Reading Borough Council has also put   to the Department for Transport. Crossrail is set to open in 2018 and will provide a key east-west route across London and the South East. Shadow infrastructure minister Lord Adonis felt current improvements to lines out of London Paddington made the case for an extension to Reading. He said: ""Currently, commuters from Reading will have to change trains at Maidenhead to use Crossrail. ""But, since it was agreed, a decision has been taken to electrify the Great Western Main Line to Reading and beyond. ""Therefore, the cost of extending Crossrail services has fallen dramatically. ""It would make more sense to do that now rather than place all the turn-around facilities in Maidenhead and then make a decision to move them to Reading in a few years. ""I'd like to see an assessment by both Network Rail and the Department for Transport as a matter of urgency."" . A 4.25 miles (7km) section between Royal Oak and Farringdon in London was completed in an 18-month operation.",https://www.bbc.co.uk/news/uk-england-berkshire-25007350,2013-11-19
49,Worker dies in Crossrail tunnel after being hit by concrete,"The 43-year-old was spraying concrete 32ft (10m) down in a tunnel in Holborn, central London, when he was killed in the early hours. Work at the site is suspended as an inquiry takes place and the Health and Safety Executive has been informed. The £15bn line is due to run from Maidenhead in the west, to Shenfield in the east via central London. London Fire Brigade said it sent crews at about 05:40 GMT to help rescue the workman.  Ambulance crews also attended, but the man was pronounced dead at the scene. A Crossrail spokesman said: ""Sadly, at approximately 5am this morning a contractor working at our site in Fisher Street, London was fatally injured.  ""Our first and foremost thoughts are with the family and friends affected by this. ""We are establishing the facts and a full investigation into the incident has commenced. ""Safety is our number one priority and Crossrail sets the most stringent safety requirements in the industry.  ""Despite this terrible incident, Crossrail's accident rate is below the industry average."" Crossrail is Europe's largest infrastructure project and involves more than 60 miles (97km) of track, including 13 miles of new twin-bore rail tunnels, and nine new stations. Tom Fitzpatrick, news editor at Construction News, described the death as ""sad and surprising"", but added that work undertaken in the tunnels was extremely complex, with workers ""digging into the unknown"".  ""It is a real blow to the project. It is very much the biggest engineering project in Europe at the moment and it is trying to set a benchmark for the industry,"" he said.  ""Crossrail has taken some of the team across from the Olympic site, which was the first Olympics project not to have any fatalities, and they were taken with the hope that they would take across that record.""  He added that one worker had been injured during an electrical explosion at one of the sites in 2012, but the project had never had a fatality before.  The rail route is due to open in 2018.",http://www.bbc.co.uk/news/uk-england-london-26479720,2014-03-07
50,Crossrail passenger estimate revised at three stations,"The company Arup looked at Tottenham Court Road, Bond Street and Farringdon stations and found population growth outstripped the original estimates. In 2004 it was estimated 185 million passengers would use the stations, but that estimate has now increased to 250 million a year. It includes people using London Underground at the stations. To accommodate the increase, the New West End Company said it would ""consider all the ideas on the table"". Commissioned by organisations including Crossrail, Transport for London and NWEC   looked at the number of people entering and exiting the stations for all services. Alexander Jan from Arup said ""With London's population growing by 2,000 every eight days, Arup's analysis suggests Crossrail's stations will be somewhat busier sooner than was originally anticipated.   ""This is in line with the experience of London Overground improvements and DLR extensions.   ""Crossrail stations are designed to handle the flow, but there are going to be significant opportunities - and some challenges."" Arup said the projected figures depended on assumptions and business factors which ""carry an intrinsic level of uncertainty"". It said: ""Without the offices, residential development, entertainment and retail offer to attract and sustain visitors to central London the numbers in question may not materialise.""   Sally Eden from NWEC said: ""We're going to consider all the ideas on the table, that's from traffic management schemes, possible pedestrianisation. ""There were suggestions of having trams, of having electric buses, of building a roof on Oxford Street, we're going to consider absolutely everything.""  ",https://www.bbc.co.uk/news/uk-england-london-25810381,2014-01-21
51,Is Crossrail 2 a bridge too far for regions?,"It comes as Tory MPs outside London are voicing concerns about further investment in major transport infrastructure in the capital at the expense of other parts of the country. Mr Osborne believes work on the existing £16bn Crossrail should be completed first - in 2018 - before he considers further major transport schemes for London. It indicates there will be no support for Crossrail 2 when the government publishes its spending review next month - outlining departmental budget limits for the next three years - and will add to speculation that the capital's transport budget may face significant cuts. The former Transport Secretary Lord Andrew Adonis, who is heading the campaign for Crossrail 2, described the approach as ""short-termist"". Last week, Mr Osborne visited the Crossrail construction site near the Olympic park in east London. One of the project's engineers told him he hoped to go on and work on a second Crossrail after the first was completed. Mr Osborne told him, ""They want me to build Crossrail 2. Let's finish Crossrail 1 first and then we will look at other projects."" Supporters of Crossrail 2 - which would run north-south through London from Hertfordshire to Surrey - say preparatory work needs to start soon if it is to be completed by 2030. Lord Adonis told the BBC it was necessary to convince the chancellor that it made sense to ensure a seamless transition from Crossrail 1 to Crossrail 2 to capitalise on the ready workforce and the available tunnelling and engineering expertise. He argues there is a particular need for investment in north-south routes, and by 2030 the Victoria, Northern and Piccadilly Lines - already overcrowded at times - would be under massive pressure from growing passenger numbers. ""Doing nothing is not an option,"" he said. ""The alternative is a patch-and-mend job. But even if you do that now, you will only have to build Crossrail 2 eventually anyway,"" he said. Mayor Boris Johnson said Crossrail 2 was being ""seriously considered"" by the Treasury and that it was the timing of it at issue. But he said despite being a ""passionate optimist"" he thought Crossrail 2 would most likely be a separate project starting ""as early as 2019"".  A report, commissioned by business organisation London First, says Crossrail 2 is essential to reduce journey times, tackle over-crowding, relieve pressure on the tube and south-west overground rail routes and promote economic growth - especially in the Lea Valley in north-east London. But there are signs of growing resentment among Tory backbenchers at Westminster at what they perceive to have been favourable treatment of the capital over recent years. Last week in Parliament, David Mowat, Conservative MP for Warrington South, attacked the London mayor's pursuit of a second Crossrail project, saying London gets too much taxpayers' money for public transport. Prompted by claims by Boris Johnson that ""momentum"" was growing for Crossrail 2, he demanded a parliamentary debate before any money was approved even for preparatory work on a new rail line. Earlier Mr Mowat said: ""I think there is a view, which may or may not be fair, that the Department for Transport finds it easier to allocate money to London. ""London is our capital city and we're all proud of London and want it to continue to prosper. But there other parts of the country that need transport spending as well including my constituency. ""I'm keen to make sure CR2 comes under scrutiny like HS2 and also keen to put it on policy maker's agendas that there are other parts of the country that need infrastructure and parts that are not as strong as London. ""It is true to say London has higher capital spend per head than other parts of the country and it also has higher current spending per head than other parts of the country."" Eric Ollerenshaw, former leader of the Conservatives on the London Assembly and now MP for Lancaster and Fleetwood, said one of the government's priorities was to rebalance the economy between the north and south, and funding for Crossrail 2 could leave their regions short of investment. Northampton South MP Brian Binley, who was a member of the Crossrail parliamentary committee, said, ""Enough money's been spent on London already. ""I support Crossrail and want it to get moving as quickly as possible but I don't think there needs to be any money spent on Crossrail 2."" Lord Adonis accepted that investment in London transport was becoming increasingly ""politically contentious"" ahead of the Chancellor's spending review next month which will outline departmental budgets for the next three years. He said it was important for a strong case to be put together, backed by a partnership between the mayor, local authorities and London businesses. ""There is a strong view in the DfT that London has done very well recently,"" he said.",https://www.bbc.co.uk/news/uk-england-london-22613813,2013-05-21
52,Sacked Crossrail electrician Frank Morris reinstated,"Frank Morris was dismissed in September 2012 and he believed the reason was because of trade union activity. He had stood up for a colleague working on the Olympic site. The Unite union and the Crossrail consortium Bam Ferrovial Kier (BFK) said in a joint statement that matters had been ""successfully concluded"". The statement added: ""BFK and Unite have agreed to work together to continue the provision of transparent working practices including safeguarding the right of workers to choose whether or not to join a trade union. ""BFK and Unite agree that there has been no contravention of the blacklisting regulations on the BFK Crossrail projects."" In 2012 Frank Morris was working as an electrician for a subcontractor on the £15bn London Crossrail link, Europe's largest construction project.  that within weeks of starting work he was identified as a union man and the company he was working for had its contract withdrawn.  Panorama tracked down a man who worked alongside Mr Morris on the site.  He was afraid to give an interview for fear of losing work, but said he firmly believed that Mr Morris was singled out because he was on a blacklist. Andrew Wolstenholme, Crossrail chief executive, said: ""Blacklisting is indefensible, unacceptable and unlawful.  ""Unite has now issued a joint statement with our western tunnels contractor BFK stating that no blacklisting has taken place."" Dave Smith, secretary of the Blacklist Support Group, said: ""We are no longer prepared to sit back when our best activists are victimised and blacklisted.  ""The reinstatement of Frank Morris is a kick in the teeth for the blacklisting firms and a turning point in industrial relations in the construction industry.  ""This is a historic union victory.""",https://www.bbc.co.uk/news/uk-england-london-23947650,2013-09-03
